13.38551,52.46579
13.38553,52.46482
13.38552,52.46428
13.38546,52.46381
13.38538,52.46351
13.38515,52.46256
13.38493,52.46161
13.38441,52.45935
13.38416,52.45819
13.38388,52.45705
13.38387,52.457
13.38384,52.45668
13.38385,52.45632
13.38388,52.45585
13.38392,52.4554
13.38418,52.45397
13.38443,52.45266
13.38515,52.44861
13.38539,52.44739
13.38569,52.44568
13.38605,52.44394
13.38625,52.44303
13.38646,52.44242
13.38685,52.44129
13.3873,52.44002
13.38739,52.43982
13.38751,52.43948
13.38759,52.4392
13.38761,52.439
13.38768,52.43901
13.38778,52.43902
13.38836,52.43912
13.3895,52.43932
13.39132,52.4397
13.3924,52.43989
13.39318,52.44
13.39438,52.44007
13.39557,52.44008
13.39665,52.44008
13.39699,52.44007
13.39709,52.44011
13.39783,52.44009
13.39847,52.44004
13.39924,52.43995
13.40148,52.43976
13.40287,52.43965
13.40531,52.43945
13.41021,52.43902
13.41122,52.43898
13.41172,52.43903
13.4118,52.43904
13.41191,52.4391
13.41227,52.43916
13.41276,52.43927
13.41389,52.43953
13.41623,52.44003
13.41951,52.44069
13.42048,52.44088
13.42316,52.44143
13.42878,52.44258
13.42988,52.44283
13.43064,52.44308
13.43112,52.44326
13.43221,52.44367
13.43232,52.44371
13.43245,52.44372
13.43348,52.44406
13.43371,52.44415
13.43369,52.44424
13.4336,52.44447
13.43353,52.44473
13.43351,52.44491
13.43351,52.44502
13.43354,52.44511
13.43353,52.44519
13.43412,52.44601
13.43526,52.44757
13.43556,52.44802
13.43597,52.44861
13.43652,52.44937
13.43732,52.45041
13.43803,52.45137
13.4383,52.45177
13.4384,52.45192
13.43856,52.45209
13.43864,52.45228
13.43869,52.4525
13.43868,52.45259
13.43886,52.4526
13.43949,52.45264
13.44021,52.45268
13.44086,52.45268
13.44161,52.45263
13.44371,52.45237
13.44403,52.45236
13.44458,52.45233
13.44513,52.45233
13.44747,52.45235
13.44913,52.45238
13.45173,52.45243
13.45214,52.45246
13.45233,52.4525
13.45229,52.45259
13.45197,52.45296
13.45188,52.45311
13.45174,52.45338
13.44451,52.46314
13.44454,52.46309
13.44442,52.46308
13.44359,52.46304
13.44182,52.46301
13.44128,52.46297
13.44057,52.46291
13.44008,52.46284
13.43923,52.46278
13.43784,52.46264
13.43645,52.46245
13.43486,52.46226
13.43383,52.46216
13.43289,52.4621
13.4303,52.462
13.42923,52.46191
13.42806,52.46174
13.42601,52.46143
13.42507,52.46135
13.42431,52.46138
13.42273,52.46152
13.42171,52.46154
13.42131,52.46153
13.4209,52.46148
13.42053,52.46142
13.41986,52.46126
13.41886,52.46101
13.41817,52.46087
13.41741,52.46078
13.41656,52.46073
13.41496,52.46078
13.41404,52.46084
13.41229,52.46104
13.41137,52.46117
13.40956,52.46146
13.40738,52.46186
13.40623,52.4621
13.40559,52.46229
13.40515,52.46247
13.40459,52.46276
13.4041,52.46309
13.40354,52.46359
13.40304,52.46406
13.40259,52.46444
13.40226,52.46467
13.4019,52.46488
13.40153,52.46507
13.40094,52.4653
13.4004,52.46548
13.39977,52.46566
13.39858,52.46599
13.39756,52.46631
13.39631,52.46675
13.39443,52.46755
13.39242,52.46843
13.39144,52.46881
13.39054,52.46909
13.38972,52.4693
13.38868,52.46951
13.38776,52.46966
13.38722,52.46971
13.38604,52.46981
13.38517,52.46985
13.38349,52.46992
13.3796,52.47002
13.37776,52.4701
13.37715,52.47013
13.37687,52.47022
13.3763,52.47029
13.37421,52.47058
13.37367,52.4706
13.3734,52.47057
13.37315,52.47051
13.37297,52.47044
13.37275,52.47033
13.37247,52.47015
13.37208,52.46991
13.37186,52.47005
13.37166,52.47016
13.37128,52.47035
13.37074,52.47056
13.37,52.47088
13.36978,52.47097
13.36963,52.47098
13.36945,52.4711
13.36924,52.47125
13.3687,52.47166
13.36855,52.47176
13.36775,52.47215
13.36773,52.47221
13.36657,52.47284
13.36555,52.47329
13.36393,52.47405
13.36322,52.47432
13.36275,52.47445
13.36219,52.47458
13.36153,52.47476
13.36115,52.47488
13.3608,52.47504
13.3597,52.47554
13.35918,52.47579
13.35754,52.47656
13.35684,52.47706
13.35585,52.47784
13.35522,52.47826
13.35416,52.479
13.35347,52.47951
13.35323,52.4797
13.35296,52.47984
13.35249,52.48005
13.34912,52.48154
13.34833,52.48188
13.34809,52.48199
13.34734,52.48239
13.34683,52.48266
13.34651,52.48298
13.34557,52.48418
13.34528,52.48461
13.34518,52.48487
13.34516,52.4852
13.34517,52.48542
13.3452,52.48646
13.34518,52.48801
13.34515,52.48868
13.34516,52.48916
13.34521,52.49058
13.34525,52.49185
13.34533,52.49336
13.34555,52.49365
13.34588,52.49407
13.34601,52.49433
13.34618,52.49484
13.34625,52.49506
13.34627,52.49528
13.34628,52.49558
13.34627,52.49626
13.34622,52.49731
13.34615,52.49859
13.34611,52.49925
13.3461,52.49974
13.34612,52.49988
13.34618,52.50003
13.34626,52.50025
13.34648,52.50051
13.34661,52.50065
13.34692,52.50089
13.34699,52.50095
13.34713,52.50106
13.34641,52.50121
13.34499,52.50151
13.34421,52.50167
13.34388,52.50182
13.34355,52.50195
13.34325,52.50205
13.34281,52.50212
13.34232,52.50217
13.34197,52.50223
13.34167,52.50231
13.34077,52.50266
13.33945,52.50319
13.33647,52.50436
13.33618,52.50443
13.33596,52.50445
13.3352,52.50451
13.33462,52.50452
13.33425,52.50448
13.33395,52.50443
13.33143,52.50389
13.33145,52.50398
13.33157,52.50478
13.33167,52.50523
13.33185,52.50553
13.33216,52.50587
13.33256,52.50621
13.33189,52.50651
13.32992,52.50743
13.32737,52.5086
13.32737,52.5086
13.32617,52.50915
13.32588,52.50933
13.32548,52.5096
13.32346,52.51103
13.32298,52.51136
13.32268,52.51163
13.32248,52.51183
13.32245,52.5119
13.32244,52.51197
13.3225,52.51207
13.32255,52.51215
13.32262,52.51218
13.32272,52.51225
13.32281,52.51234
13.32296,52.51245
13.32326,52.51258
13.32348,52.51264
13.32382,52.51267
13.32854,52.51298
13.33067,52.5131
13.33583,52.51345
13.3363,52.51351
13.33797,52.51361
13.34839,52.51432
13.34872,52.51433
13.34895,52.51427
13.34927,52.51413
13.34946,52.51402
13.34969,52.51394
13.34996,52.5139
13.35022,52.5139
13.35051,52.51394
13.35075,52.514
13.35087,52.51406
13.35105,52.51424
13.35144,52.51446
13.35177,52.51455
13.35248,52.51461
13.35311,52.51465
13.35405,52.51472
13.35974,52.51508
13.3658,52.51547
13.36898,52.51566
13.36972,52.5157
13.36972,52.5157
